run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,prompt_template_version,parser_version,route_chosen,route_attempt_sequence,escalations_count,decision_reason,final_answer_source,reasoning_mode,symbolic_parse_success,sympy_solve_success,repair_attempted,repair_success,repair_trigger_reason,previous_raw_len,previous_action_id,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,timeout_policy_version,action_timeout_sec_used,timeout_reason,tau,p_correct,p_correct_pre_escalation,p_correct_post_escalation,calibrator_version,calibrator_loaded,feature_extraction_ms,calibrator_ms,routing_logic_ms,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version,router_version
hybrid_v4_20260222_150917,2026-02-22T15:09:21.208913,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,11.425,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,11.495,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.320284,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,10.975,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,11.060,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.364799,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,44.219,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,44.273,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.477163,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,11.993,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,12.064,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.589596,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,12.052,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,12.123,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.619166,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,29.262,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,29.323,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.726751,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,7.211,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,7.282,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.833707,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,6.598,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,6.668,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.856887,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['-554*z = -562*z - 24'] solve z -> -3],-3,1,-3,1,22.874,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,22.929,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.964331,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['-554*z = -562*z - 24'] solve z -> -3],-3,1,-3,1,7.069,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,7.141,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:22.074222,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['-554*z = -562*z - 24'] solve z -> -3],-3,1,-3,1,9.474,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,9.552,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:22.114561,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['-2*m - 4*n = -4*m - 20', '-4*n + 20 = -m'] solve m -> 0]",0,1,0,1,39.993,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,40.052,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:22.227766,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['-2*m - 4*n = -4*m - 20', '-4*n + 20 = -m'] solve m -> 0]",0,1,0,1,12.802,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,12.873,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:22.340053,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['-2*m - 4*n = -4*m - 20', '-4*n + 20 = -m'] solve m -> 0]",0,1,0,1,11.913,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,11.983,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:22.357995,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['-9*f + 13*f = -28'] solve f -> -7],-7,1,-7,1,17.641,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,17.697,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:22.464898,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['-9*f + 13*f = -28'] solve f -> -7],-7,1,-7,1,6.517,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,6.586,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:22.571831,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['-9*f + 13*f = -28'] solve f -> -7],-7,1,-7,1,6.546,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,6.617,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:53.006528,WP_000001,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,2,0,30433.084,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.066549,0.191780,0.066549,v1,1,0.044,0.070,30434.410,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:10:23.527350,WP_000001,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,2,0,30419.713,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.066549,0.191780,0.066549,v1,1,0.052,0.109,30420.474,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:10:54.074054,WP_000001,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,2,0,30445.726,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.066549,0.191780,0.066549,v1,1,0.052,0.103,30446.391,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:11:00.760526,WP_000002,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP),0,accept_parse_ok (p=0.191),llm,extended,0,0,0,0,,0,,"Jean paid $45,000. ",45000,1,27000,0,6685.699,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.190992,0.190992,-1.000000,v1,1,0.017,0.027,6686.244,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:11:07.495983,WP_000002,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP),0,accept_parse_ok (p=0.191),llm,extended,0,0,0,0,,0,,"Jean paid $45,000. ",45000,1,27000,0,6634.689,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.190992,0.190992,-1.000000,v1,1,0.021,0.031,6635.162,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:11:14.222181,WP_000002,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP),0,accept_parse_ok (p=0.191),llm,extended,0,0,0,0,,0,,"Jean paid $45,000. ",45000,1,27000,0,6625.513,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.190992,0.190992,-1.000000,v1,1,0.018,0.028,6625.908,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:11:32.236198,WP_000003,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,repair,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.088<tau=0.7)),1,escalate_p<tau (p=0.088<tau=0.7),repair,repair,0,0,1,1,calibrated_escalation,41,A2,21,21,1,18,0,18013.024,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.296584,0.088298,0.296584,v1,1,0.035,0.057,18013.774,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:11:50.341536,WP_000003,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,repair,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.088<tau=0.7)),1,escalate_p<tau (p=0.088<tau=0.7),repair,repair,0,0,1,1,calibrated_escalation,41,A2,21,21,1,18,0,18004.243,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.296584,0.088298,0.296584,v1,1,0.037,0.059,18005.029,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:12:08.421982,WP_000003,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,repair,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.088<tau=0.7)),1,escalate_p<tau (p=0.088<tau=0.7),repair,repair,0,0,1,1,calibrated_escalation,41,A2,21,21,1,18,0,17979.338,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.296584,0.088298,0.296584,v1,1,0.039,0.059,17980.144,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:12:42.027983,WP_000004,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.062<tau=0.7)),1,escalate_p<tau (p=0.062<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,53,A2,The bus traveled 60 miles/hour * 5 hours = 300 miles.,,0,60,0,33604.865,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.198704,0.062218,0.198704,v1,1,0.057,0.105,33605.688,5778.00,6934.00,1156.00,28.90,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:13:15.824055,WP_000004,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.062<tau=0.7)),1,escalate_p<tau (p=0.062<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,53,A2,The bus traveled 60 miles/hour * 5 hours = 300 miles.,,0,60,0,33694.583,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.198704,0.062218,0.198704,v1,1,0.054,0.108,33695.279,5778.00,6934.00,1156.00,28.90,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:13:49.615245,WP_000004,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.062<tau=0.7)),1,escalate_p<tau (p=0.062<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,53,A2,The bus traveled 60 miles/hour * 5 hours = 300 miles.,,0,60,0,33689.741,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.198704,0.062218,0.198704,v1,1,0.057,0.111,33690.454,5778.00,6934.00,1156.00,28.90,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:14:23.036447,WP_000005,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,1800,0,33418.680,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.086491,0.191780,0.086491,v1,1,0.055,0.101,33419.361,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:14:53.253031,WP_000005,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,1800,0,30115.155,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.086491,0.191780,0.086491,v1,1,0.051,0.104,30115.824,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:15:23.831177,WP_000005,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,1800,0,30477.179,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.086491,0.191780,0.086491,v1,1,0.052,0.100,30477.840,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:15:37.039583,WP_000006,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP),0,accept_parse_ok (p=0.082),llm,extended,0,0,0,0,,0,,The cost of the picture frames is 44 * $20 = $880.,880,1,1198,0,13207.779,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.081601,0.081601,-1.000000,v1,1,0.018,0.028,13208.182,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:15:50.299386,WP_000006,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP),0,accept_parse_ok (p=0.082),llm,extended,0,0,0,0,,0,,The cost of the picture frames is 44 * $20 = $880.,880,1,1198,0,13159.055,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.081601,0.081601,-1.000000,v1,1,0.019,0.030,13159.511,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:16:03.593574,WP_000006,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP),0,accept_parse_ok (p=0.082),llm,extended,0,0,0,0,,0,,The cost of the picture frames is 44 * $20 = $880.,880,1,1198,0,13193.495,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.081601,0.081601,-1.000000,v1,1,0.018,0.027,13193.898,5778.00,6934.00,1156.00,28.90,E5,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:16:29.876477,WP_000007,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,repair,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),repair,repair,0,0,1,1,calibrated_escalation,0,A2,Jack now has $120.,120,1,120,1,26282.032,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.169057,0.191780,0.169057,v1,1,0.050,0.101,26282.669,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:16:56.200345,WP_000007,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,repair,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),repair,repair,0,0,1,1,calibrated_escalation,0,A2,Jack now has $120.,120,1,120,1,26222.900,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.169057,0.191780,0.169057,v1,1,0.055,0.106,26223.567,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:17:22.550357,WP_000007,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,repair,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),repair,repair,0,0,1,1,calibrated_escalation,0,A2,Jack now has $120.,120,1,120,1,26248.706,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.169057,0.191780,0.169057,v1,1,0.057,0.112,26249.732,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:17:53.138903,WP_000008,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,50,0,30587.601,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.041276,0.191780,0.041276,v1,1,0.056,0.107,30588.314,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:18:23.745617,WP_000008,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,50,0,30505.964,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.041276,0.191780,0.041276,v1,1,0.033,0.065,30506.418,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:18:54.409950,WP_000008,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.192<tau=0.7)),1,escalate_p<tau (p=0.192<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,0,A2,,,0,50,0,30563.435,1,v3.1_cost_cap_2,20,action_cap,0.7000,0.041276,0.191780,0.041276,v1,1,0.051,0.101,30564.029,5778.00,6934.00,1156.00,28.90,E7,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:19:23.689643,WP_000009,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.049<tau=0.7)),1,escalate_p<tau (p=0.049<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,61,A2,Let's assume Rory retrieved x tennis balls in the second set.,,0,10,0,29278.805,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.051126,0.049030,0.051126,v1,1,0.035,0.057,29279.440,5778.00,6934.00,1156.00,28.90,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:19:53.053164,WP_000009,gsm8k,WP,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,llm,A2(Primary route for WP) -> A3(Escalate from A2 (p=0.049<tau=0.7)),1,escalate_p<tau (p=0.049<tau=0.7),llm,repair,0,0,1,0,calibrated_escalation,61,A2,Let's assume Rory retrieved x tennis balls in the second set.,,0,10,0,29262.560,0,v3.1_cost_cap_2,20,action_cap,0.7000,0.051126,0.049030,0.051126,v1,1,0.034,0.057,29263.214,5778.00,6934.00,1156.00,28.90,E8,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
