id,category,prompt,expected_answer
T3_0394,ALG,Answer with only the final number. Solve for x: 11x + 10 = 109.,9
T3_0466,ALG,Answer with only the final number. Solve for x: x/5 = -7.,-35
T3_0396,ALG,Answer with only the final number. Solve for x: 2x + 18 = 48.,15
T3_0486,ALG,Answer with only the final number. Solve for x: 4(x + -5) = -52.,-8
T3_0495,ALG,Answer with only the final number. Solve for x: 4x + 21 = 29.,2
T3_0399,ALG,Answer with only the final number. Solve for x: (x + -13)/11 = -2.,-9
T3_0432,ALG,Answer with only the final number. Solve for x: x/6 = -1.,-6
T3_0406,ALG,Answer with only the final number. Solve for x: x/12 = 11.,132
T3_0402,ALG,Answer with only the final number. Solve for x: 10x + -30 = -120.,-9
T3_0403,ALG,Answer with only the final number. Solve for x: 8(x + 1) = -24.,-4
T3_0476,ALG,Answer with only the final number. Solve for x: (x/2) + 3 = 11.,16
T3_0474,ALG,Answer with only the final number. Solve for x: 3x = 21.,7
T3_0406,ALG,Answer with only the final number. Solve for x: x/12 = 11.,132
T3_0407,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 25.,10
T3_0408,ALG,Answer with only the final number. Solve for x: (x + -12)/7 = -5.,-23
T3_0409,ALG,Answer with only the final number. Solve for x: (x + 0)/10 = 1.,10
T3_0476,ALG,Answer with only the final number. Solve for x: (x/2) + 3 = 11.,16
T3_0411,ALG,Answer with only the final number. Solve for x: x/12 = -13.,-156
T3_0412,ALG,Answer with only the final number. Solve for x: (x + 17)/6 = 3.,1
T3_0452,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 25.,10
T3_0466,ALG,Answer with only the final number. Solve for x: x/5 = -7.,-35
T3_0486,ALG,Answer with only the final number. Solve for x: 4(x + -5) = -52.,-8
T3_0416,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -27.,-16
T3_0417,ALG,Answer with only the final number. Solve for x: 4(x - 2) = 20.,7
T3_0494,ALG,Answer with only the final number. Solve for x: 2(x + -3) = 12.,9
T3_0481,ALG,Answer with only the final number. Solve for x: (x + -16)/3 = -4.,4
T3_0443,ALG,Answer with only the final number. Solve for x: 4(x + 0) = 56.,14
T3_0467,ALG,Answer with only the final number. Solve for x: 7x + 6 = -106.,-16
T3_0469,ALG,Answer with only the final number. Solve for x: 5(x + 9) = 110.,13
T3_0479,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -27.,-16
T3_0471,ALG,Answer with only the final number. Solve for x: 4x + -25 = -45.,-5
T3_0432,ALG,Answer with only the final number. Solve for x: x/6 = -1.,-6
T3_0426,ALG,Answer with only the final number. Solve for x: x/9 = -10.,-90
T3_0427,ALG,Answer with only the final number. Solve for x: x/12 = 11.,132
T3_0428,ALG,Answer with only the final number. Solve for x: (x + -15)/7 = -1.,8
T3_0474,ALG,Answer with only the final number. Solve for x: 3x = 21.,7
T3_0495,ALG,Answer with only the final number. Solve for x: 4x + 21 = 29.,2
T3_0483,ALG,Answer with only the final number. Solve for x: 11x + -24 = 196.,20
T3_0432,ALG,Answer with only the final number. Solve for x: x/6 = -1.,-6
T3_0433,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 43.,19
T3_0496,ALG,Answer with only the final number. Solve for x: x/3 = 10.,30
T3_0435,ALG,Answer with only the final number. Solve for x: (x + 19)/8 = 4.,13
T3_0466,ALG,Answer with only the final number. Solve for x: x/5 = -7.,-35
T3_0475,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 23.,9
T3_0496,ALG,Answer with only the final number. Solve for x: x/3 = 10.,30
T3_0439,ALG,Answer with only the final number. Solve for x: 8x + -2 = 142.,18
T3_0483,ALG,Answer with only the final number. Solve for x: 11x + -24 = 196.,20
T3_0478,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 25.,10
T3_0442,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -1.,-3
T3_0443,ALG,Answer with only the final number. Solve for x: 4(x + 0) = 56.,14
T3_0444,ALG,Answer with only the final number. Solve for x: (x + -15)/11 = -3.,-18
T3_0492,ALG,Answer with only the final number. Solve for x: 7(x + 0) = -133.,-19
T3_0446,ALG,Answer with only the final number. Solve for x: 8(x + 6) = 184.,17
T3_0447,ALG,Answer with only the final number. Solve for x: x/7 = -13.,-91
T3_0492,ALG,Answer with only the final number. Solve for x: 7(x + 0) = -133.,-19
T3_0493,ALG,Answer with only the final number. Solve for x: (x + -16)/7 = -5.,-19
T3_0465,ALG,Answer with only the final number. Solve for x: 5(x + 10) = 5.,-9
T3_0466,ALG,Answer with only the final number. Solve for x: x/5 = -7.,-35
T3_0452,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 25.,10
T3_0453,ALG,Answer with only the final number. Solve for x: (x + -9)/8 = 0.,9
T3_0454,ALG,Answer with only the final number. Solve for x: (x + -13)/9 = -3.,-14
T3_0455,ALG,Answer with only the final number. Solve for x: 9x + 1 = 19.,2
T3_0456,ALG,Answer with only the final number. Solve for x: 8(x + 9) = -72.,-18
T3_0465,ALG,Answer with only the final number. Solve for x: 5(x + 10) = 5.,-9
T3_0472,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 21.,8
T3_0459,ALG,Answer with only the final number. Solve for x: 11x + 19 = 162.,13
T3_0490,ALG,Answer with only the final number. Solve for x: 7 + x = 20.,13
T3_0461,ALG,Answer with only the final number. Solve for x: x + 5 = 12.,7
T3_0462,ALG,Answer with only the final number. Solve for x: (x + -10)/6 = -3.,-8
T3_0463,ALG,Answer with only the final number. Solve for x: x/9 = 0.,0
T3_0486,ALG,Answer with only the final number. Solve for x: 4(x + -5) = -52.,-8
T3_0465,ALG,Answer with only the final number. Solve for x: 5(x + 10) = 5.,-9
T3_0466,ALG,Answer with only the final number. Solve for x: x/5 = -7.,-35
T3_0467,ALG,Answer with only the final number. Solve for x: 7x + 6 = -106.,-16
T3_0468,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -31.,-18
T3_0469,ALG,Answer with only the final number. Solve for x: 5(x + 9) = 110.,13
T3_0483,ALG,Answer with only the final number. Solve for x: 11x + -24 = 196.,20
T3_0471,ALG,Answer with only the final number. Solve for x: 4x + -25 = -45.,-5
T3_0472,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 21.,8
T3_0499,ALG,Answer with only the final number. Solve for x: 4(x + 3) = 8.,-1
T3_0474,ALG,Answer with only the final number. Solve for x: 3x = 21.,7
T3_0475,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 23.,9
T3_0476,ALG,Answer with only the final number. Solve for x: (x/2) + 3 = 11.,16
T3_0477,ALG,Answer with only the final number. Solve for x: x/7 = -18.,-126
T3_0478,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 25.,10
T3_0479,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -27.,-16
T3_0480,ALG,Answer with only the final number. Solve for x: 5x - 10 = 0.,2
T3_0481,ALG,Answer with only the final number. Solve for x: (x + -16)/3 = -4.,4
T3_0482,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -7.,-6
T3_0483,ALG,Answer with only the final number. Solve for x: 11x + -24 = 196.,20
T3_0484,ALG,Answer with only the final number. Solve for x: x/12 = 15.,180
T3_0485,ALG,Answer with only the final number. Solve for x: 6x + 21 = -69.,-15
T3_0486,ALG,Answer with only the final number. Solve for x: 4(x + -5) = -52.,-8
T3_0490,ALG,Answer with only the final number. Solve for x: 7 + x = 20.,13
T3_0488,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 23.,9
T3_0489,ALG,Answer with only the final number. Solve for x: 6(x + -1) = -42.,-6
T3_0490,ALG,Answer with only the final number. Solve for x: 7 + x = 20.,13
T3_0497,ALG,Answer with only the final number. Solve for x: 9x + -16 = 20.,4
T3_0492,ALG,Answer with only the final number. Solve for x: 7(x + 0) = -133.,-19
T3_0493,ALG,Answer with only the final number. Solve for x: (x + -16)/7 = -5.,-19
T3_0494,ALG,Answer with only the final number. Solve for x: 2(x + -3) = 12.,9
T3_0495,ALG,Answer with only the final number. Solve for x: 4x + 21 = 29.,2
T3_0496,ALG,Answer with only the final number. Solve for x: x/3 = 10.,30
T3_0497,ALG,Answer with only the final number. Solve for x: 9x + -16 = 20.,4
T3_0498,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -15.,-10
T3_0499,ALG,Answer with only the final number. Solve for x: 4(x + 3) = 8.,-1
T3_0500,ALG,Answer with only the final number. Solve for x: (x + 6)/10 = -2.,-26
T3_0636,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0699,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0729,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0718,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0698,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0674,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0734,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0646,LOG,"Answer with only Yes or No. If today is after Monday, is it possible that today is Tuesday?",Yes
T3_0674,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0628,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0735,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0734,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0685,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0628,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0704,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0719,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0698,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0745,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0670,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0749,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0552,LOG,"Answer with only Yes or No. If 2 statements are both true, is their conjunction true?",Yes
T3_0700,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0673,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0644,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0682,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0556,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0642,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0726,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0673,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0646,LOG,"Answer with only Yes or No. If today is after Monday, is it possible that today is Tuesday?",Yes
T3_0634,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0657,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0662,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0735,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0713,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0732,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0743,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0713,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0556,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0540,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0633,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0662,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0641,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0572,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0735,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0646,LOG,"Answer with only Yes or No. If today is after Monday, is it possible that today is Tuesday?",Yes
T3_0562,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0702,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0674,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0744,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0702,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0552,LOG,"Answer with only Yes or No. If 2 statements are both true, is their conjunction true?",Yes
T3_0670,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0688,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0616,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0556,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0557,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0721,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0616,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0618,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0633,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0562,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0742,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0748,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0657,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0566,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0647,LOG,"Answer with only Yes or No. If every cat is an animal and Felix is a cat, is Felix an animal?",Yes
T3_0730,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0616,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0667,LOG,"Answer with only Yes or No. If all bloops are razzies and all razzies are flums, are all bloops flums?",Yes
T3_0709,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0572,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0573,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0693,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0628,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0628,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0685,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0644,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0579,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0616,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0732,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0685,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0735,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0636,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0721,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0634,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0681,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0693,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0613,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0694,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0642,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0685,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0734,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0620,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0662,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0745,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0597,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0696,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0599,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0657,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0741,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0685,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0749,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0641,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0699,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0674,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0692,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0608,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0613,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0662,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0696,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0667,LOG,"Answer with only Yes or No. If all bloops are razzies and all razzies are flums, are all bloops flums?",Yes
T3_0613,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0717,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0740,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0616,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0744,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0618,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0665,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0620,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0737,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0714,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0714,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0641,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0731,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0633,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0700,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0628,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0629,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0634,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0723,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0717,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0633,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0634,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0705,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0636,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0735,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0638,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0703,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0718,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0641,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0642,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0673,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0644,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0664,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0646,LOG,"Answer with only Yes or No. If today is after Monday, is it possible that today is Tuesday?",Yes
T3_0647,LOG,"Answer with only Yes or No. If every cat is an animal and Felix is a cat, is Felix an animal?",Yes
T3_0704,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0700,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0692,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0743,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0715,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0682,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0741,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0711,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0748,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0657,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0716,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0745,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0742,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0661,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0662,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0704,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0664,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0665,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0728,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0667,LOG,"Answer with only Yes or No. If all bloops are razzies and all razzies are flums, are all bloops flums?",Yes
T3_0703,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0743,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0670,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0708,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0695,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0673,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0674,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0745,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0709,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0737,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0678,LOG,"Answer with only Yes or No. If no mammals lay eggs and a platypus lays eggs, is a platypus a mammal?",No
T3_0687,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0704,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0681,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0682,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0724,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0737,LOG,"Answer with only Yes or No. If all birds can fly and a penguin is a bird, can you conclude a penguin can fly?",Yes
T3_0685,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0686,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0687,LOG,"Answer with only Yes or No. If all glips are glaps and no glaps are glups, can any glips be glups?",No
T3_0688,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0721,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0703,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0714,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
T3_0692,LOG,"Answer with only Yes or No. If both P and Q are true, is P true?",Yes
T3_0693,LOG,"Answer with only Yes or No. If some targs are torgs and all torgs are turgs, does it follow that some targs are turgs?",Yes
T3_0694,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0695,LOG,"Answer with only Yes or No. If X implies Y and X is true, must Y be true?",Yes
T3_0696,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0701,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0698,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0699,LOG,"Answer with only Yes or No. If X implies Y and X is false, must Y be true?",No
T3_0700,LOG,"Answer with only Yes or No. If all blips are blops and all blops are blups, are all blips blups?",Yes
T3_0701,LOG,"Answer with only Yes or No. If either P or Q is true and Q is false, must P be true?",Yes
T3_0702,LOG,"Answer with only Yes or No. If some mips are mops and no mops are mups, does it follow that some mips are mups?",No
T3_0703,LOG,"Answer with only Yes or No. If either P or Q is true and P is false, must Q be true?",Yes
